name,total_price,compatible_drinks,cutlery,temperature,healthLabels,dietLabels,ingredients,taste,kcal,type,style,course_type,complexity,season
Steamed Herb Potatoes & Vegetables,14.0,"[red wine, herbal tea]","[fork, knife]",hot,"[vegetarian, pescatarian, gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free, kosher, immuno-supportive]",[high-fiber],"['butter', 'carrots', 'celery', 'garlic', 'parsley', 'pepper', 'salt']","[salty, sour]",1725.3269739999998,snack,modern,starter,medium,"['spring', 'summer', 'autumn', 'winter']"
Stuffed French Toast Sticks,14.0,"[red wine, white wine]",[],warm,"[vegetarian, pescatarian, peanut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[high-fiber],['egg'],"[sweet, salty]",3634.199689603922,vegetable,fusion,dessert,medium,"['spring', 'summer', 'autumn', 'winter']"
Homemade Mini Hamburger Buns,63.0,"[red wine, white wine]","[fork, knife]",hot,"[sugar-conscious, low potassium, kidney-friendly, vegetarian, pescatarian, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, lupine-free, mollusk-free, alcohol-free, kosher]","[balanced, low-sodium]","['butter', 'egg', 'flour', 'honey', 'milk', 'salt', 'water']","[salty, fatty]",2326.394166667756,pasta,classical,starter,low,"['spring', 'summer', 'autumn', 'winter']"
Corned Beef,28.0,"[red wine, white wine]","[fork, knife]",hot,"[dairy-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, crustacean-free, celery-free, sesame-free, lupine-free, mollusk-free, no oil added, kosher]",[],['salt'],"[fatty, salty]",2070.397331211647,meat,sibarita,main_course,medium,"['spring', 'summer', 'autumn', 'winter']"
Strawberry dome cake,28.0,"[red wine, white wine]",[],warm,"[peanut-free, soy-free, fish-free, shellfish-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, no oil added]",[low-sodium],"['cream', 'egg', 'flour', 'salt', 'sugar', 'vanilla', 'water']","[sweet, fatty]",3669.1891749005777,fish,classic,dessert,low,"['spring', 'summer', 'autumn', 'winter']"
Italian Stuffed-Beef Rolls in Tomato Sauce (Braciola alla Marinara),21.0,"[red wine, white wine]","[fork, knife]",hot,"[egg-free, peanut-free, soy-free, fish-free, shellfish-free, pork-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free]",[high-fiber],"['garlic', 'oil', 'parsley', 'pepper', 'salt']","[salty, sour, umami]",2534.197845793642,egg,regional,main_course,medium,"['spring', 'summer', 'autumn', 'winter']"
Peanut Butter Honey Cereal Bars,28.0,"[red wine, white wine]",[],warm,"[vegetarian, pescatarian, egg-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[low-sodium],"['butter', 'honey']","[sweet, fatty]",2296.932,tapas,fusion,dessert,medium,"['spring', 'summer', 'autumn', 'winter']"
"Fennel Salad with Oranges, Tomatoes and Arugula",24.5,"[sparkling water, white wine]",[fork],cold,"[vegan, vegetarian, pescatarian, dairy-free, gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, kosher]",[],"['pepper', 'salt']","[salty, sour, sweet]",1196.404604,fruit,sibarita,starter,medium,"['spring', 'summer', 'autumn', 'winter']"
Roasted Butternut Squash Risotto,10.5,"[red wine, herbal tea]","[fork, knife]",hot,"[gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free]","[balanced, high-fiber]","['butter', 'cheese', 'garlic', 'parsley', 'pepper', 'salt']",[salty],2075.334600268201,snack,regional,main_course,high,"['spring', 'summer', 'autumn', 'winter']"
Pumpkin Date Roll Cookies,14.0,"[sparkling water, white wine]","[fork, knife]",hot,"[vegan, vegetarian, pescatarian, dairy-free, egg-free, peanut-free, tree-nut-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[],"['cinnamon', 'flour', 'leavening', 'lemon', 'salt', 'sugar', 'water']","[salty, fatty]",2690.7214583458517,snack,classic,dessert,medium,"['spring', 'summer', 'autumn', 'winter']"
Vegan Apple Bran Muffins,42.0,"[red wine, white wine]","[fork, knife]",hot,"[pescatarian, dairy-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free]",[high-fiber],"['cinnamon', 'egg', 'leavening', 'oil', 'salt']","[sweet, salty]",2234.8605000111597,snack,sibarita,dessert,low,"['spring', 'summer', 'autumn', 'winter']"
Lemon Chicken Pasta,14.0,"[red wine, white wine]","[fork, knife]",hot,"[sugar-conscious, mediterranean, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free]",[],"['flour', 'garlic', 'lemon', 'oil', 'pepper', 'salt']","[salty, umami]",1544.1549899377208,snack,classic,main_course,medium,"['spring', 'summer', 'autumn', 'winter']"
Recipe: Minted pea and potato soup,14.0,"[red wine, herbal tea]",[spoon],hot,"[sugar-conscious, vegetarian, pescatarian, gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free, kosher]",[balanced],"['butter', 'garlic', 'onion', 'pepper', 'salt']",[salty],494.90688957712,snack,regional,starter,low,"['spring', 'summer', 'autumn', 'winter']"
Simply Grilled Swordfish,7.0,"[red wine, white wine]","[fork, knife]",hot,"[sugar-conscious, keto-friendly, pescatarian, egg-free, peanut-free, tree-nut-free, soy-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher, immuno-supportive]","[low-carb, low-sodium]","['oil', 'pepper']",[fatty],502.0535,snack,fusion,main_course,medium,"['spring', 'summer', 'autumn', 'winter']"
Roasted Cauliflower “Steak” with Orange-Basil Butter,14.0,"[red wine, herbal tea]","[fork, knife]",hot,"[sugar-conscious, low potassium, kidney-friendly, keto-friendly, vegetarian, pescatarian, gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free, kosher]","[low-carb, low-sodium]","['butter', 'oil', 'pepper', 'salt']",[fatty],426.0961661189076,snack,modern,main_course,high,"['spring', 'summer', 'autumn', 'winter']"
Recipe: Baked Buckwheat Oatmeal with Blueberries & Almonds,42.0,"[red wine, white wine]",[],warm,"[vegetarian, pescatarian, peanut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[low-sodium],"['cinnamon', 'egg', 'leavening', 'oil', 'salt', 'vanilla']","[fatty, salty]",3157.915567509375,snack,fusion,dessert,medium,"['spring', 'summer', 'autumn', 'winter']"
Honey Glazed Salmon Flakes in a creamy sauce,14.0,"[red wine, herbal tea]","[fork, knife]",hot,"[sugar-conscious, keto-friendly, pescatarian, gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free]",[low-carb],"['butter', 'garlic', 'onion', 'pepper', 'salt']","[salty, umami, fatty]",1370.505008,snack,classical,main_course,low,"['spring', 'summer', 'autumn', 'winter']"
Classic Waffles,14.0,"[red wine, white wine]",[],warm,"[vegetarian, pescatarian, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[],"['cinnamon', 'flour', 'leavening', 'milk', 'oil', 'salt', 'sugar', 'vanilla']","[fatty, salty]",2255.888833349597,snack,sibarita,dessert,low,"['spring', 'summer', 'autumn', 'winter']"
Jamaican Beef Patties,17.5,"[red wine, white wine]","[fork, knife]",hot,"[sugar-conscious, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free]",[],"['egg', 'flour', 'pepper', 'salt', 'water']","[fatty, salty]",2837.659309900009,snack,regional,main_course,medium,"['spring', 'summer', 'autumn', 'winter']"
Asian “Scotch” Eggs,14.0,"[red wine, white wine]","[fork, knife]",hot,"[dairy-free, peanut-free, tree-nut-free, shellfish-free, celery-free, mustard-free, lupine-free, alcohol-free]",[],"['cumin', 'garlic', 'honey', 'pepper', 'salt']","[salty, fatty]",1272.7399729489855,snack,fusion,main_course,medium,"['spring', 'summer', 'autumn', 'winter']"
Slow Cooker Creamed Spinach,21.0,"[red wine, white wine]","[fork, knife]",hot,"[sugar-conscious, vegetarian, pescatarian, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free, kosher]",[low-carb],"['butter', 'cheese', 'cream', 'egg', 'flour', 'salt']","[salty, fatty]",2231.240806375,vegetable,sibarita,main_course,medium,"['spring', 'summer', 'autumn', 'winter']"
CAPOCOLLO AND MINI SWEET PEPPER PASTA,14.0,"[red wine, white wine]","[fork, knife]",hot,"[egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, no oil added, sulfite-free]","[high-fiber, low-fat]","['garlic', 'salt']","[salty, sour]",1897.3423588873657,cream,classic,main_course,medium,"['spring', 'summer', 'autumn', 'winter']"
Gullah Biscuits,42.0,"[red wine, white wine]","[fork, knife]",hot,"[sugar-conscious, low potassium, kidney-friendly, vegetarian, pescatarian, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free, kosher]",[balanced],"['butter', 'egg', 'flour', 'leavening', 'milk', 'oil', 'salt']","[salty, fatty]",1637.2282942807697,pasta,regional,dessert,low,"['spring', 'summer', 'autumn', 'winter']"
Dried Raisins Yogurt,14.0,"[red wine, herbal tea]",[],warm,"[vegetarian, pescatarian, gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, no oil added, kosher]","[balanced, low-sodium]",['milk'],[sweet],836.4567673673309,legume,fusion,dessert,low,"['spring', 'summer', 'autumn', 'winter']"
Mom's Spartak Cake,77.0,"[red wine, white wine]",[],warm,"[kidney-friendly, vegetarian, pescatarian, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[low-sodium],"['butter', 'cream', 'egg', 'flour', 'leavening', 'milk', 'sugar']","[sweet, salty, fatty]",7203.152842950001,rice,sibarita,dessert,high,"['spring', 'summer', 'autumn', 'winter']"
Almond Broccoli Stir-Fry 3,28.0,"[sparkling water, white wine]","[fork, knife]",hot,"[vegan, vegetarian, pescatarian, dairy-free, egg-free, peanut-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[],"['garlic', 'lemon', 'sugar']","[sour, salty]",1009.81916666678,salad,sibarita,main_course,low,"['spring', 'summer', 'autumn', 'winter']"
Recipe: Vegetarian Chopped Liver with Shallots,28.0,"[red wine, herbal tea]","[fork, knife]",hot,"[vegetarian, pescatarian, dairy-free, gluten-free, wheat-free, peanut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[],"['egg', 'oil', 'pepper', 'salt']","[fatty, salty]",1700.2190065690104,fruit,modern,main_course,low,"['spring', 'summer', 'autumn', 'winter']"
Blood Orange Chess Pie for Pi Day,14.0,"[red wine, white wine]","[fork, knife]",hot,"[vegetarian, pescatarian, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[],"['butter', 'egg', 'salt', 'sugar']","[sweet, sour, salty]",2076.144583340249,snack,regional,dessert,high,"['spring', 'summer', 'autumn', 'winter']"
Paleo Crock Pot Pulled Pork,14.0,"[red wine, herbal tea]","[fork, knife]",hot,"[dairy-free, gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, no oil added, sulfite-free]",[low-carb],"['pepper', 'salt']","[salty, sour, umami]",2989.4487712383,meat,fusion,main_course,low,"['spring', 'summer', 'autumn', 'winter']"
Chocolate Chip Oatmeal Cookie Sandwiches,56.0,"[red wine, white wine]","[fork, knife]",hot,"[low potassium, kidney-friendly, vegetarian, pescatarian, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[],"['butter', 'cream', 'egg', 'leavening', 'salt', 'sugar', 'vanilla']","[sweet, salty, fatty]",9403.549333335046,fish,classic,dessert,medium,"['spring', 'summer', 'autumn', 'winter']"
Cranberry Pumpkin Cookies,42.0,"[red wine, white wine]",[],warm,"[low potassium, kidney-friendly, vegetarian, pescatarian, peanut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[],"['butter', 'cinnamon', 'egg', 'flour', 'leavening', 'salt', 'sugar', 'vanilla']","[fatty, salty]",3644.944166666667,egg,fusion,dessert,medium,"['spring', 'summer', 'autumn', 'winter']"
Caramel-Apple-Walnut Cheesecake,42.0,"[red wine, white wine]","[fork, knife]",hot,"[vegetarian, pescatarian, peanut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[],"['butter', 'cinnamon', 'cream', 'egg', 'flour', 'lemon', 'salt', 'vanilla']","[sweet, salty, umami]",11153.0655909,tapas,sibarita,dessert,high,"['spring', 'summer', 'autumn', 'winter']"
English Tea Cakes,105.0,"[red wine, white wine]",[],warm,"[low potassium, kidney-friendly, vegetarian, pescatarian, egg-free, peanut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[low-sodium],"['butter', 'flour', 'sugar', 'vanilla']","[sweet, fatty]",6658.172,soup,classical,dessert,low,"['spring', 'summer', 'autumn', 'winter']"
Paleo Blueberry Muffins with Almond Butter,42.0,"[red wine, white wine]",[],warm,"[sugar-conscious, kidney-friendly, keto-friendly, vegetarian, pescatarian, dairy-free, peanut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, no oil added, kosher]","[low-carb, low-sodium]","['egg', 'flour', 'leavening', 'vanilla']",[fatty],2353.8835672,broth,sibarita,dessert,low,"['spring', 'summer', 'autumn', 'winter']"
Fresh Cucumber Salad,7.0,"[sparkling water, white wine]",[fork],cold,"[sugar-conscious, vegan, vegetarian, pescatarian, dairy-free, gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free, kosher]",[],"['garlic', 'pepper', 'salt']",[salty],199.5543531711,vegetable,classic,starter,low,"['spring', 'summer', 'autumn', 'winter']"
Banana in Golden Syrup,10.5,"[sparkling water, white wine]",[],warm,"[low potassium, kidney-friendly, vegan, vegetarian, pescatarian, dairy-free, gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, no oil added, fodmap-free, kosher]","[low-fat, low-sodium]","['sugar', 'water']",[sweet],161.398,poultry,sibarita,dessert,low,"['spring', 'summer', 'autumn', 'winter']"
